id,lat,lon
794,47.5518152,7.6642016
795,50.4417579,7.6662713
796,47.9532713,7.6699524
797,51.5317543,7.6712325
798,51.5312553,7.6712965
799,51.8443121,7.6714901
800,49.7114296,7.6715946
801,51.6991292,7.6732858
802,51.5700505,7.6755097
803,47.6226369,7.6756991
804,49.9978821,7.6758304
805,51.0959029,7.6772313
806,52.0112681,7.6797549
807,51.6718254,7.6876048
808,49.5047375,7.6923456
809,51.4001457,7.6969905
810,51.5321122,7.7010378
811,48.1475224,7.7012647
812,49.4213765,7.7037783
813,50.1654165,7.7039814
814,50.7613685,7.7045842
815,49.4421491,7.7047034
816,50.332717,7.705335
817,47.6405447,7.7056577
818,50.33633,7.7063539
819,50.1623795,7.707414
820,51.5337259,7.7129675
821,47.9706416,7.7212403
822,50.7780191,7.7241205
823,52.2589584,7.7260729
824,47.9207375,7.7271407
825,50.6063672,7.7332925
826,52.1464968,7.7361011
827,50.1020867,7.7367435
828,53.4176003,7.7395856
829,50.7814856,7.7422147
830,52.5181833,7.7428573
831,48.1567631,7.7446154
832,50.63387,7.74606
833,50.4827362,7.7494612
834,49.4332996,7.7497802
835,53.0284221,7.7528973
836,47.6422548,7.754132
837,53.0286954,7.7565406
838,51.2570536,7.7575188
839,49.4335648,7.7575796
840,49.9645986,7.7646762
841,48.1879427,7.7659034
842,51.2510005,7.7681762
843,51.0277438,7.7726141
844,49.4365389,7.7748275
845,51.9821985,7.775416
846,51.2795975,7.7754857
847,51.2627515,7.7766077
848,51.6125862,7.7767432
849,50.6764414,7.7779619
850,51.4497894,7.7803406
851,51.4478903,7.7867178
852,51.0245589,7.7885581
853,48.3108869,7.7897874
854,48.3070988,7.7909822
855,53.5762517,7.7923647
856,53.6752671,7.794751
857,53.5837895,7.7995527
858,51.4273783,7.7997527
859,47.98224,7.8017613
860,53.5814219,7.8029632
861,50.5747745,7.8097726
862,48.0499057,7.8108113
863,48.5762981,7.8126725
864,47.6426629,7.8135915
865,51.6720703,7.8147238
866,48.5764424,7.8149898
867,47.6428085,7.8153642
868,49.7300986,7.8176469
869,48.5755923,7.8179048
870,48.5760808,7.8179799
871,48.5130277,7.8197162
872,49.9259832,7.8225269
873,48.1274793,7.825559
874,49.6424026,7.8268978
875,48.1287069,7.8270612
876,50.4487967,7.8328044
877,50.4414671,7.8331019
878,50.270232,7.8372078
879,49.1993772,7.8373621
880,51.23506,7.83794
881,48.5495872,7.8422645
882,50.1969315,7.8442122
883,52.2604488,7.8472915
884,52.2613469,7.8485105
885,51.6281963,7.8487591
886,49.5244278,7.8489217
887,51.6167789,7.8490295
888,50.4480513,7.8510547
889,48.5675792,7.8518503
890,50.4494699,7.8525421
891,48.112931,7.8529
892,50.4509658,7.8545622
893,50.4711965,7.8550578
894,50.1977787,7.856088
895,48.0170187,7.8564451
896,52.0365374,7.858663
897,51.5325823,7.8609048
898,50.4893569,7.861953
899,48.0304156,7.862861
900,51.5333159,7.8635927
901,48.0469361,7.863648
902,52.5452686,7.8656643
903,51.333023,7.8659745
904,47.9883409,7.8662851
905,51.49127,7.8666205
906,50.4541175,7.8668172
907,51.9659792,7.8694171
908,51.6297888,7.8712875
909,48.370602,7.8729777
910,51.3146764,7.8750203
911,50.7356432,7.8779469
912,48.3410289,7.8794497
913,52.2321714,7.8799955
914,50.8120838,7.8801557
915,49.4432379,7.883092
916,48.4152723,7.8869907
917,52.5418163,7.8883251
918,51.5470409,7.8888712
919,51.5658,7.8907
920,51.5597203,7.8913357
921,49.8493831,7.8922778
922,50.3542939,7.8985117
923,48.0640981,7.9001494
924,49.4836259,7.9002838
925,47.7959069,7.9036622
926,47.6228189,7.905127
927,48.5400792,7.9056048
928,52.8106075,7.9076457
929,49.4503192,7.91297
930,50.5838506,7.918393
931,52.964646,7.9219331
932,47.552955,7.9255008
933,49.979566,7.9310111
934,52.5575792,7.9326356
935,50.8818267,7.9341041
936,48.4816126,7.9368454
937,53.0886195,7.9403328
938,47.8283166,7.9456131
939,50.8766144,7.9481707
940,52.6805161,7.9490155
941,52.5568867,7.9492182
942,52.305204,7.9495514
943,52.301602,7.9501118
944,47.9699875,7.9519061
945,51.4569573,7.9520757
946,48.5616597,7.9568967
947,49.8167015,7.9604505
948,47.5607186,7.9636606
949,50.8398104,7.965423
950,51.1819092,7.9729372
951,51.1684307,7.9775181
952,48.5359212,7.9776103
953,49.9883657,7.9777333
954,49.2082365,7.9779761
955,50.2652796,7.9791527
956,51.3739032,7.9799699
957,50.4523699,7.9885561
958,49.2148571,7.9886458
959,50.9613524,7.9888039
960,51.4201325,7.9900658
961,50.6191002,7.9906833
962,49.10004,7.997521
963,50.9434594,7.9997705
964,52.8273887,8.0000942
965,51.4306195,8.0024785
966,48.5827424,8.0062772
967,51.9573552,8.0078923
968,50.9288817,8.0106747
969,49.1026549,8.0117783
970,50.921436,8.012437
971,50.872532,8.0127615
972,50.8708582,8.0143043
973,50.6644615,8.0158083
974,49.8349844,8.0158628
975,48.5914068,8.0170674
976,51.142916,8.0178937
977,51.1413995,8.0180904
978,50.3696376,8.0185227
979,49.144281,8.0199433
980,51.8301061,8.0243818
981,51.8048101,8.0252467
982,50.9601315,8.0264107
983,50.1554345,8.0267184
984,49.9822438,8.028514
985,52.0500065,8.0343426
986,50.3741234,8.0355585
987,48.6409189,8.0376899
988,50.4174642,8.0377019
989,52.1517857,8.038012
990,48.6409339,8.0381683
991,52.287243,8.038744
992,50.9677037,8.0415605
993,51.8823298,8.0422674
994,51.7657,8.04239
995,50.373651,8.0429604
996,50.4021717,8.0447373
997,52.1587877,8.0448675
998,50.5386092,8.0486415
999,51.1531002,8.0495529
1000,48.6242894,8.0517308
1001,50.3389542,8.0519613
1002,50.2333146,8.0560859
1003,53.3848119,8.0576555
1004,48.16818,8.0588
1005,48.6295052,8.0603645
1006,48.5302823,8.0621502
1007,48.6285039,8.0632582
1008,50.6442479,8.0637352
1009,50.0138322,8.0637586
1010,49.3733855,8.0656033
1011,53.5269192,8.0656047
