lon,lat
9.994123,53.5584303
9.9695294,53.5458858
9.9693731,53.545837
9.9941045,53.5589618
9.9941073,53.5589626
9.9942664,53.558843
9.9942693,53.5588437
9.9937853,53.5588752
9.9937878,53.5588759
9.9937685,53.558849
9.993771,53.5588497
9.9937838,53.5588711
9.9937863,53.5588719
9.9694765,53.5458424
9.9693731,53.545837
9.9693739,53.5458371
9.9693731,53.545837
9.9736704,53.5495247
9.9737535,53.5499315
9.9735793,53.54994
9.9737468,53.5499014
9.973172,53.5497405
9.9731728,53.5497415
9.9737121,53.5496036
9.9738436,53.5498354
9.9738468,53.5497296
9.9731572,53.5497124
9.9737328,53.5497361
9.9737792,53.5497254
9.9733166,53.5500027
9.9735886,53.5499682
9.993394,53.5579083
9.9933954,53.5579089
9.9887513,53.5620151
9.988754,53.5620181
9.988448,53.5620637
9.9884487,53.5620641
9.9884183,53.5620427
9.988419,53.5620437
9.9885443,53.5473631
9.9889021,53.5471798
9.9735977,53.5495764
9.9734662,53.5500404
9.9733821,53.5500217
9.9737953,53.5498551
9.9735338,53.5499816
9.9735392,53.5499814
9.9731416,53.5496851
9.9735168,53.5500293
9.973665,53.5496103
9.9733699,53.5500214
9.9731122,53.5496327
9.9735603,53.5500149
9.9736137,53.5496036
9.9735603,53.5500149
9.9731273,53.5496593
9.9735603,53.5500149
9.973488,53.5499601
9.9734904,53.5499573
9.9737501,53.5498999
9.9737262,53.5497337
9.9738771,53.549781
9.9731426,53.5496871
9.9738929,53.5498076
9.9731278,53.5496597
9.973515,53.5500262
9.9738735,53.5497794
9.973515,53.5500262
9.9738585,53.5497553
9.973515,53.5500262
9.9738872,53.5498048
9.9731564,53.5497116
9.9734662,53.5500404
9.9738428,53.5498341
9.9736165,53.5495295
9.9738617,53.5497554
9.9731138,53.5496342
9.9888151,53.5620595
9.988786,53.5620403
9.9735825,53.5495522
9.9735168,53.5500293
9.9737476,53.5499317
9.9735671,53.5499433
9.9884098,53.5620074
9.9884918,53.5619649
9.9884977,53.5619617
9.9887258,53.5621218
9.988506,53.5621041
9.9885085,53.5621049
9.9751671,53.5516833
9.9751685,53.5516839
9.9734617,53.5500377
9.9738447,53.5497281
9.9734617,53.5500377
9.9738872,53.5498048
9.9738929,53.5498076
9.9735837,53.5495512
9.9883935,53.5620271
9.9883931,53.5620259
9.9887832,53.5620373
9.9888136,53.5620595
9.9884777,53.562084
9.9884774,53.5620836
9.9735971,53.549968
9.9736612,53.549615
9.9735652,53.5500148
9.9736116,53.5496045
9.9737958,53.5498505
9.97371,53.5496069
9.9734617,53.5500377
9.9735168,53.5500293
9.9738929,53.5498076
9.9735974,53.5495755
